,,Race,Gender,,,,,,,,,,,,,,,,,,,,
dino,1993,,,,,,,,,,,,,,,,,,,,,,
dino desi billy,1965,,,,,,,,,,,,,,,,,,,,,,
dionne and friends dionne warwick gladys knight elton john and stevie wonder,1986,,,,,,,,,,,,,,,,,,,,,,
dionne farris,1995,,,,,,,,,,,,,,,,,,,,,,
dionne warwick,1966,,,,,,,,,,,,,,,,,,,,,,
dionne warwick,1967,,,,,,,,,,,,,,,,,,,,,,
dionne warwick,1968,,,,,,,,,,,,,,,,,,,,,,
dionne warwick,1968,,,,,,,,,,,,,,,,,,,,,,
dionne warwick,1969,,,,,,,,,,,,,,,,,,,,,,
dionne warwick,1970,,,,,,,,,,,,,,,,,,,,,,
dionne warwick,1979,,,,,,,,,,,,,,,,,,,,,,
dionne warwick,1980,,,,,,,,,,,,,,,,,,,,,,
dionne warwick,1983,,,,,,,,,,,,,,,,,,,,,,
dionne warwick the spinners,1974,,,,,,,,,,,,,,,,,,,,,,
dire straits,1979,,,,,,,,,,,,,,,,,,,,,,
dire straits,1985,,,,,,,,,,,,,,,,,,,,,,
dire straits,1986,w,m,,,,,,,,,,,,,,,,,,,,
dirty vegas,2002,w,m,,,,,,,,,,,,,,,,,,,,
disclosure featuring sam smith,2014,w,m,,,,,,,,,,,,,,,,,,,,
discotex and the sexolettes,1975,,,,,,,,,,,,,,,,,,,,,,
dishwalla,1996,,,,,,,,,,,,,,,,,,,,,,
divine,1998,,,,,,,,,,,,,,,,,,,,,,
divine,1999,,,,,,,,,,,,,,,,,,,,,,
divinyls,1991,,,,,,,,,,,,,,,,,,,,,,
dixie chicks,2000,w,f,,,,,,,,,,,,,,,,,,,,
dixie chicks,2002,w,f,,,,,,,,,,,,,,,,,,,,
dixie chicks,2003,w,f,,,,,,,,,,,,,,,,,,,,
dj jazzy jeff the fresh prince,1991,nw,m,,,,,,,,,,,,,,,,,,,,
dj jazzy jeff the fresh prince,1993,,,,,,,,,,,,,,,,,,,,,,
dj khaled featuring drake rick ross and lil wayne,2011,nw,m,,,,,,,,,,,,,,,,,,,,
dj khaled featuring tpain ludacris snoop dogg and rick ross,2010,nw,m,,,,,,,,,,,,,,,,,,,,
dj kool,1997,,m,,,,,,,,,,,,,,,,,,,,
dj sammy featuring yanou and do,2002,,m,,,,,,,,,,,,,,,,,,,,
dj snake and alunageorge,2015,w,m,,,,,,,,,,,,,,,,,,,,
dj snake and lil jon,2014,nw,m,,,,,,,,,,,,,,,,,,,,
dmx,2000,nw,m,,,,,,,,,,,,,,,,,,,,
dna featuring suzanne vega,1991,,,,,,,,,,,,,,,,,,,,,,
do or die featuring twista,1996,,,,,,,,,,,,,,,,,,,,,,
dobie gray,1973,,,,,,,,,,,,,,,,,,,,,,
dolly parton,1978,,,,,,,,,,,,,,,,,,,,,,
dolly parton,1981,,,,,,,,,,,,,,,,,,,,,,
domino,1994,,,,,,,,,,,,,,,,,,,,,,
don henley,1983,,,,,,,,,,,,,,,,,,,,,,
don henley,1985,,,,,,,,,,,,,,,,,,,,,,
don henley,1985,,,,,,,,,,,,,,,,,,,,,,
don henley,1989,,,,,,,,,,,,,,,,,,,,,,
don mclean,1972,,,,,,,,,,,,,,,,,,,,,,
don mclean,1972,,,,,,,,,,,,,,,,,,,,,,
don mclean,1981,,,,,,,,,,,,,,,,,,,,,,
donell jones,2000,nw,m,,,,,,,,,,,,,,,,,,,,
donell jones,2000,nw,m,,,,,,,,,,,,,,,,,,,,
donna fargo,1972,,,,,,,,,,,,,,,,,,,,,,
donna fargo,1973,,,,,,,,,,,,,,,,,,,,,,
donna lewis,1996,w,f,,,,,,,,,,,,,,,,,,,,
donna lewis,1997,w,f,,,,,,,,,,,,,,,,,,,,
donna summer,1976,nw,,,,,,,,,,,,,,,,,,,,,
donna summer,1978,,,,,,,,,,,,,,,,,,,,,,
donna summer,1979,,,,,,,,,,,,,,,,,,,,,,
donna summer,1979,,,,,,,,,,,,,,,,,,,,,,
donna summer,1979,,,,,,,,,,,,,,,,,,,,,,
donna summer,1980,,,,,,,,,,,,,,,,,,,,,,
donna summer,1980,,,,,,,,,,,,,,,,,,,,,,
donna summer,1982,,,,,,,,,,,,,,,,,,,,,,
donna summer,1983,,,,,,,,,,,,,,,,,,,,,,
donna summer,1989,,,,,,,,,,,,,,,,,,,,,,
donna summer and brooklyn dreams,1979,,,,,,,,,,,,,,,,,,,,,,
donny and marie osmond,1974,,,,,,,,,,,,,,,,,,,,,,
donny marie osmond,1975,,,,,,,,,,,,,,,,,,,,,,
donny marie osmond,1976,,,,,,,,,,,,,,,,,,,,,,
donny osmond,1971,w,m,,,,,,,,,,,,,,,,,,,,
donny osmond,1971,w,,,,,,,,,,,,,,,,,,,,,
donny osmond,1972,w,m,,,,,,,,,,,,,,,,,,,,
donny osmond,1973,w,m,,,,,,,,,,,,,,,,,,,,
donny osmond,1989,,,,,,,,,,,,,,,,,,,,,,
donovan,1966,w,m,,,,,,,,,,,,,,,,,,,,
donovan,1968,w,m,,,,,,,,,,,,,,,,,,,,
donovan,1969,,,,,,,,,,,,,,,,,,,,,,
dorothy moore,1976,,,,,,,,,,,,,,,,,,,,,,
dottie west kenny rogers,1981,,,,,,,,,,,,,,,,,,,,,,
dr buzzards original savannah band,1977,,,,,,,,,,,,,,,,,,,,,,
dr dre,1993,nw,m,,,,,,,,,,,,,,,,,,,,
dr dre,1995,,m,,,,,,,,,,,,,,,,,,,,
dr dre featuring eminem,2000,nw,m,,,,,,,,,,,,,,,,,,,,
dr dre featuring eminem and skylar grey,2011,nw,m,,,,,,,,,,,,,,,,,,,,
dr dre featuring snoop dogg,2000,nw,m,,,,,,,,,,,,,,,,,,,,
dr dre featuring snoop doggy dogg,1993,,,,,,,,,,,,,,,,,,,,,,
dr hook,1976,,,,,,,,,,,,,,,,,,,,,,
dr hook,1976,,,,,,,,,,,,,,,,,,,,,,
dr hook,1979,,,,,,,,,,,,,,,,,,,,,,
dr hook,1980,,,,,,,,,,,,,,,,,,,,,,
dr hook,1980,,,,,,,,,,,,,,,,,,,,,,
dr hook the medicine show,1972,,,,,,,,,,,,,,,,,,,,,,
dr hook the medicine show,1973,,,,,,,,,,,,,,,,,,,,,,
dr hook the medicine show,1979,,,,,,,,,,,,,,,,,,,,,,
dr john,1973,w,m,,,,,,,,,,,,,,,,,,,,
drake,2009,nw,m,,,,,,,,,,,,,,,,,,,,
drake,2010,nw,m,,,,,,,,,,,,,,,,,,,,
drake,2010,nw,m,,,,,,,,,,,,,,,,,,,,
drake,2011,nw,m,,,,,,,,,,,,,,,,,,,,
drake,2013,nw,m,,,,,,,,,,,,,,,,,,,,
drake,2014,nw,m,,,,,,,,,,,,,,,,,,,,
drake,2015,nw,m,,,,,,,,,,,,,,,,,,,,
drake,2015,nw,m,,,,,,,,,,,,,,,,,,,,
drake featuring kanye west lil wayne and eminem,2009,nw,m,,,,,,,,,,,,,,,,,,,,
drake featuring kanye west lil wayne and eminem,2010,nw,m,,,,,,,,,,,,,,,,,,,,
drake featuring lil wayne,2012,nw,m,,,,,,,,,,,,,,,,,,,,
drake featuring majid jordan,2013,nw,m,,,,,,,,,,,,,,,,,,,,
drake featuring majid jordan,2014,nw,m,,,,,,,,,,,,,,,,,,,,
drake featuring rihanna,2012,nw,m,,,,,,,,,,,,,,,,,,,,
dream,2001,nw,m,,,,,,,,,,,,,,,,,,,,
dream academy,1986,,,,,,,,,,,,,,,,,,,,,,
drs,1994,,,,,,,,,,,,,,,,,,,,,,
dru hill,1997,nw,m,,,,,,,,,,,,,,,,,,,,
dru hill,1997,nw,m,,,,,,,,,,,,,,,,,,,,
dru hill,1998,nw,m,,,,,,,,,,,,,,,,,,,,
dru hill,1999,nw,m,,,,,,,,,,,,,,,,,,,,
dru hill featuring redman,1998,nw,m,,,,,,,,,,,,,,,,,,,,
duice,1993,,,,,,,,,,,,,,,,,,,,,,
duncan sheik,1997,,,,,,,,,,,,,,,,,,,,,,
duran duran,1983,,,,,,,,,,,,,,,,,,,,,,
duran duran,1983,,,,,,,,,,,,,,,,,,,,,,
duran duran,1984,,,,,,,,,,,,,,,,,,,,,,
duran duran,1984,,,,,,,,,,,,,,,,,,,,,,
duran duran,1984,,,,,,,,,,,,,,,,,,,,,,
duran duran,1985,,,,,,,,,,,,,,,,,,,,,,
duran duran,1985,,,,,,,,,,,,,,,,,,,,,,
duran duran,1987,,,,,,,,,,,,,,,,,,,,,,
duran duran,1989,,,,,,,,,,,,,,,,,,,,,,
duran duran,1993,,,,,,,,,,,,,,,,,,,,,,
duran duran,1993,,,,,,,,,,,,,,,,,,,,,,
dusty springfield,1966,w,f,,,,,,,,,,,,,,,,,,,,
dwight twilley band,1975,,,,,,,,,,,,,,,,,,,,,,
e40 featuring tpain and kandi girl,2006,nw,m,,,,,,,,,,,,,,,,,,,,
eagleeye cherry,1999,,,,,,,,,,,,,,,,,,,,,,
eagles,1975,w,m,,,,,,,,,,,,,,,,,,,,
eagles,1975,w,m,,,,,,,,,,,,,,,,,,,,
eagles,1976,w,,,,,,,,,,,,,,,,,,,,,
eagles,1977,w,,,,,,,,,,,,,,,,,,,,,
eagles,1977,w,,,,,,,,,,,,,,,,,,,,,
eagles,1980,,,,,,,,,,,,,,,,,,,,,,
eagles,1980,,,,,,,,,,,,,,,,,,,,,,
eagles,1980,,,,,,,,,,,,,,,,,,,,,,
eamon,2004,nw,m,,,,,,,,,,,,,,,,,,,,
earth wind fire,1975,nw,m,,,,,,,,,,,,,,,,,,,,
earth wind fire,1975,,,,,,,,,,,,,,,,,,,,,,
earth wind fire,1976,nw,,,,,,,,,,,,,,,,,,,,,
earth wind fire,1976,nw,,,,,,,,,,,,,,,,,,,,,
earth wind fire,1978,nw,,,,,,,,,,,,,,,,,,,,,
earth wind fire,1979,,,,,,,,,,,,,,,,,,,,,,
earth wind fire,1979,,,,,,,,,,,,,,,,,,,,,,
earth wind fire,1982,,,,,,,,,,,,,,,,,,,,,,
earth wind fire,1983,,,,,,,,,,,,,,,,,,,,,,
earth wind fire the emotions,1979,,,,,,,,,,,,,,,,,,,,,,
echosmith,2014,w,,,,,,,,,,,,,,,,,,,,,
ed ames,1967,,,,,,,,,,,,,,,,,,,,,,
ed sheeran,2013,w,m,,,,,,,,,,,,,,,,,,,,
ed sheeran,2014,w,m,,,,,,,,,,,,,,,,,,,,
ed sheeran,2014,w,m,,,,,,,,,,,,,,,,,,,,
ed sheeran,2015,w,m,,,,,,,,,,,,,,,,,,,,
ed sheeran,2015,w,m,,,,,,,,,,,,,,,,,,,,
ed sheeran,2015,w,m,,,,,,,,,,,,,,,,,,,,
eddie holman,1970,,,,,,,,,,,,,,,,,,,,,,
eddie kendricks,1973,,,,,,,,,,,,,,,,,,,,,,
eddie kendricks,1974,,,,,,,,,,,,,,,,,,,,,,
eddie kendricks,1975,,,,,,,,,,,,,,,,,,,,,,
eddie money,1978,,,,,,,,,,,,,,,,,,,,,,
eddie money,1982,,,,,,,,,,,,,,,,,,,,,,
eddie money,1986,,,,,,,,,,,,,,,,,,,,,,
eddie money,1989,,,,,,,,,,,,,,,,,,,,,,
eddie murphy,1986,,,,,,,,,,,,,,,,,,,,,,
eddie rabbitt,1979,,,,,,,,,,,,,,,,,,,,,,
eddie rabbitt,1980,,,,,,,,,,,,,,,,,,,,,,
eddie rabbitt,1981,,,,,,,,,,,,,,,,,,,,,,
eddie rabbitt,1981,,,,,,,,,,,,,,,,,,,,,,
eddie rabbitt and crystal gayle,1983,,,,,,,,,,,,,,,,,,,,,,
eddy grant,1983,,,,,,,,,,,,,,,,,,,,,,
edens crush,2001,,f,,,,,,,,,,,,,,,,,,,,
edgar winter group,1973,,,,,,,,,,,,,,,,,,,,,,
edgar winter group,1973,,,,,,,,,,,,,,,,,,,,,,
edie brickell new bohemians,1989,,,,,,,,,,,,,,,,,,,,,,
edison lighthouse,1970,,,,,,,,,,,,,,,,,,,,,,
edward bear,1973,,,,,,,,,,,,,,,,,,,,,,
edward maya featuring vika jigulina,2011,w,m,,,,,,,,,,,,,,,,,,,,
edwin hawkins singers,1969,,,,,,,,,,,,,,,,,,,,,,
edwin mccain,1998,,m,,,,,,,,,,,,,,,,,,,,
Edwin Starr,0,nw,m,,,,,,,,,,,,,,,,,,,,
edwin starr,1969,,,,,,,,,,,,,,,,,,,,,,
edwin starr,1970,,,,,,,,,,,,,,,,,,,,,,
eiffel 65,2000,w,m,,,,,,,,,,,,,,,,,,,,
el debarge,1986,,,,,,,,,,,,,,,,,,,,,,
Elbow,0,,,,,,,,,,,,,,,,,,,,,,
electric light orchestra,1975,,,,,,,,,,,,,,,,,,,,,,
electric light orchestra,1976,,,,,,,,,,,,,,,,,,,,,,
electric light orchestra,1977,,,,,,,,,,,,,,,,,,,,,,
electric light orchestra,1977,,,,,,,,,,,,,,,,,,,,,,
electric light orchestra,1978,,,,,,,,,,,,,,,,,,,,,,
electric light orchestra,1978,,,,,,,,,,,,,,,,,,,,,,
electric light orchestra,1979,,,,,,,,,,,,,,,,,,,,,,
electric light orchestra,1979,,,,,,,,,,,,,,,,,,,,,,
electric light orchestra,1981,,,,,,,,,,,,,,,,,,,,,,
eli young band,2011,w,m,,,,,,,,,,,,,,,,,,,,
eli young band,2012,w,m,,,,,,,,,,,,,,,,,,,,
ella henderson,2015,w,f,,,,,,,,,,,,,,,,,,,,
elle king,2015,w,f,,,,,,,,,,,,,,,,,,,,
ellie goulding,2012,w,f,,,,,,,,,,,,,,,,,,,,
ellie goulding,2014,w,f,,,,,,,,,,,,,,,,,,,,
ellie goulding,2015,w,f,,,,,,,,,,,,,,,,,,,,
elliott yamin,2007,w,m,,,,,,,,,,,,,,,,,,,,
elton john,1972,w,m,,,,,,,,,,,,,,,,,,,,
elton john,1973,w,m,,,,,,,,,,,,,,,,,,,,
elton john,1973,w,m,,,,,,,,,,,,,,,,,,,,
elton john,1974,w,m,,,,,,,,,,,,,,,,,,,,
elton john,1974,w,m,,,,,,,,,,,,,,,,,,,,
elton john,1974,w,m,,,,,,,,,,,,,,,,,,,,
elton john,1975,w,m,,,,,,,,,,,,,,,,,,,,
elton john,1975,w,m,,,,,,,,,,,,,,,,,,,,
elton john,1975,w,,,,,,,,,,,,,,,,,,,,,
elton john,1976,w,,,,,,,,,,,,,,,,,,,,,
elton john,1977,w,,,,,,,,,,,,,,,,,,,,,
elton john,1979,,,,,,,,,,,,,,,,,,,,,,
elton john,1980,,,,,,,,,,,,,,,,,,,,,,
elton john,1982,,,,,,,,,,,,,,,,,,,,,,
elton john,1982,,,,,,,,,,,,,,,,,,,,,,
elton john,1983,,,,,,,,,,,,,,,,,,,,,,
elton john,1984,,,,,,,,,,,,,,,,,,,,,,
elton john,1984,,,,,,,,,,,,,,,,,,,,,,
elton john,1986,,,,,,,,,,,,,,,,,,,,,,
elton john,1988,,,,,,,,,,,,,,,,,,,,,,
elton john,1988,,,,,,,,,,,,,,,,,,,,,,
elton john,1992,w,m,,,,,,,,,,,,,,,,,,,,
elton john,1994,w,m,,,,,,,,,,,,,,,,,,,,
elton john,1995,w,m,,,,,,,,,,,,,,,,,,,,
elton john,1997,w,m,,,,,,,,,,,,,,,,,,,,
elton john,1998,w,m,,,,,,,,,,,,,,,,,,,,
elton john kiki dee,1976,w,,,,,,,,,,,,,,,,,,,,,
elvin bishop,1976,,,,,,,,,,,,,,,,,,,,,,
elvis presley,1965,w,m,,,,,,,,,,,,,,,,,,,,
elvis presley,1969,w,m,,,,,,,,,,,,,,,,,,,,
elvis presley,1969,w,m,,,,,,,,,,,,,,,,,,,,
elvis presley,1970,,,,,,,,,,,,,,,,,,,,,,
elvis presley,1972,w,m,,,,,,,,,,,,,,,,,,,,
elvis presley,1977,w,,,,,,,,,,,,,,,,,,,,,
emeli sande,2013,nw,f,,,,,,,,,,,,,,,,,,,,
emf,1991,,,,,,,,,,,,,,,,,,,,,,
eminem,2000,nw,m,,,,,,,,,,,,,,,,,,,,
eminem,2002,nw,m,,,,,,,,,,,,,,,,,,,,
eminem,2002,nw,m,,,,,,,,,,,,,,,,,,,,
eminem,2002,nw,m,,,,,,,,,,,,,,,,,,,,
eminem,2003,nw,m,,,,,,,,,,,,,,,,,,,,
eminem,2003,nw,m,,,,,,,,,,,,,,,,,,,,
eminem,2003,nw,m,,,,,,,,,,,,,,,,,,,,
eminem,2004,nw,m,,,,,,,,,,,,,,,,,,,,
eminem,2005,nw,m,,,,,,,,,,,,,,,,,,,,
eminem,2006,nw,m,,,,,,,,,,,,,,,,,,,,
eminem,2010,nw,m,,,,,,,,,,,,,,,,,,,,
eminem,2013,w,m,,,,,,,,,,,,,,,,,,,,
eminem dr dre and 50 cent,2009,w,m,,,,,,,,,,,,,,,,,,,,
eminem featuring nate dogg,2006,nw,m,,,,,,,,,,,,,,,,,,,,
eminem featuring rihanna,2010,nw,m,,,,,,,,,,,,,,,,,,,,
eminem featuring rihanna,2014,w,m,,,,,,,,,,,,,,,,,,,,
en vogue,1990,,,,,,,,,,,,,,,,,,,,,,
en vogue,1992,,,,,,,,,,,,,,,,,,,,,,
en vogue,1992,,,,,,,,,,,,,,,,,,,,,,
en vogue,1992,,,,,,,,,,,,,,,,,,,,,,
en vogue,1993,,,,,,,,,,,,,,,,,,,,,,
en vogue,1997,nw,m,,,,,,,,,,,,,,,,,,,,
engelbert humperdinck,1967,,,,,,,,,,,,,,,,,,,,,,
engelbert humperdinck,1977,,,,,,,,,,,,,,,,,,,,,,
england dan john ford coley,1976,,,,,,,,,,,,,,,,,,,,,,
england dan john ford coley,1979,,,,,,,,,,,,,,,,,,,,,,
enigma,1991,,,,,,,,,,,,,,,,,,,,,,
enigma,1994,,,,,,,,,,,,,,,,,,,,,,
enrique iglesias,1999,nw,m,,,,,,,,,,,,,,,,,,,,
enrique iglesias,2000,nw,m,,,,,,,,,,,,,,,,,,,,
enrique iglesias,2001,nw,m,,,,,,,,,,,,,,,,,,,,
enrique iglesias,2002,nw,m,,,,,,,,,,,,,,,,,,,,
enrique iglesias,2002,nw,m,,,,,,,,,,,,,,,,,,,,
enrique iglesias featuring descemer bueno and gente de zona,2014,nw,m,,,,,,,,,,,,,,,,,,,,
enrique iglesias featuring ludacris and dj frank e,2011,nw,m,,,,,,,,,,,,,,,,,,,,
enrique iglesias featuring pitbull,2010,nw,m,,,,,,,,,,,,,,,,,,,,
enya,2001,w,f,,,,,,,,,,,,,,,,,,,,
erasure,1994,,,,,,,,,,,,,,,,,,,,,,
eric benet featuring tamia,1999,nw,m,,,,,,,,,,,,,,,,,,,,
eric burdon war,1970,,,,,,,,,,,,,,,,,,,,,,
eric carmen,1976,,,,,,,,,,,,,,,,,,,,,,
eric carmen,1988,,,,,,,,,,,,,,,,,,,,,,
eric carmen,1988,,,,,,,,,,,,,,,,,,,,,,
eric church,2012,w,m,,,,,,,,,,,,,,,,,,,,
eric clapton,1974,w,m,,,,,,,,,,,,,,,,,,,,
eric clapton,1978,,,,,,,,,,,,,,,,,,,,,,
eric clapton,1979,,,,,,,,,,,,,,,,,,,,,,
eric clapton,1981,,,,,,,,,,,,,,,,,,,,,,
eric clapton,1983,,,,,,,,,,,,,,,,,,,,,,
eric clapton,1992,,,,,,,,,,,,,,,,,,,,,,
eric clapton,1996,w,m,,,,,,,,,,,,,,,,,,,,
eric clapton,1997,w,m,,,,,,,,,,,,,,,,,,,,
eric weissberg steve mandell,1973,,,,,,,,,,,,,,,,,,,,,,
erick sermon featuring marvin gaye,2001,nw,m,,,,,,,,,,,,,,,,,,,,
eruption,1978,,,,,,,,,,,,,,,,,,,,,,
erykah badu,1997,nw,f,,,,,,,,,,,,,,,,,,,,
erykah badu,2000,nw,f,,,,,,,,,,,,,,,,,,,,
erykah badu featuring common,2003,nw,f,,,,,,,,,,,,,,,,,,,,
estelle featuring kanye west,2008,nw,f,,,,,,,,,,,,,,,,,,,,
eternal,1994,,,,,,,,,,,,,,,,,,,,,,
europe,1987,,,,,,,,,,,,,,,,,,,,,,
eurythmics,1983,,,,,,,,,,,,,,,,,,,,,,
eurythmics,1984,,,,,,,,,,,,,,,,,,,,,,
eurythmics,1985,,,,,,,,,,,,,,,,,,,,,,
evan and jaron,2001,w,m,,,,,,,,,,,,,,,,,,,,
evanescence,2004,w,,,,,,,,,,,,,,,,,,,,,
evanescence,2006,w,,,,,,,,,,,,,,,,,,,,,
evanescence featuring paul mccoy,2003,w,,,,,,,,,,,,,,,,,,,,,
eve 6,2001,w,m,,,,,,,,,,,,,,,,,,,,
eve featuring alicia keys,2002,nw,f,,,,,,,,,,,,,,,,,,,,
eve featuring gwen stefani,2001,nw,f,,,,,,,,,,,,,,,,,,,,
evelyn champagne king,1978,,,,,,,,,,,,,,,,,,,,,,
everclear,2000,w,m,,,,,,,,,,,,,,,,,,,,
everlast,1999,,,,,,,,,,,,,,,,,,,,,,
every mothers son,1967,,,,,,,,,,,,,,,,,,,,,,
everything but the girl,1996,w,f,,,,,,,,,,,,,,,,,,,,
exile,1978,,,,,,,,,,,,,,,,,,,,,,
expose,1987,,,,,,,,,,,,,,,,,,,,,,
expose,1987,,,,,,,,,,,,,,,,,,,,,,
expose,1987,,,,,,,,,,,,,,,,,,,,,,
expose,1988,,,,,,,,,,,,,,,,,,,,,,
expose,1989,,,,,,,,,,,,,,,,,,,,,,
expose,1993,,,,,,,,,,,,,,,,,,,,,,
extreme,1991,,,,,,,,,,,,,,,,,,,,,,
extreme,1991,,,,,,,,,,,,,,,,,,,,,,
fabolous featuring lil mo and mike shorey,2003,nw,f,,,,,,,,,,,,,,,,,,,,
fabolous featuring neyo,2007,nw,m,,,,,,,,,,,,,,,,,,,,
fabolous featuring tamia,2003,nw,f,,,,,,,,,,,,,,,,,,,,
fabolous featuring thedream,2009,nw,m,,,,,,,,,,,,,,,,,,,,
faith evans,1995,nw,f,,,,,,,,,,,,,,,,,,,,
faith evans,1996,nw,f,,,,,,,,,,,,,,,,,,,,
faith evans,1999,nw,f,,,,,,,,,,,,,,,,,,,,
faith evans,2002,nw,f,,,,,,,,,,,,,,,,,,,,
faith evans featuring puff daddy,1999,nw,f,,,,,,,,,,,,,,,,,,,,
faith hill,1998,nw,f,,,,,,,,,,,,,,,,,,,,
faith hill,2000,nw,f,,,,,,,,,,,,,,,,,,,,
faith hill,2000,w,f,,,,,,,,,,,,,,,,,,,,
faith hill,2001,w,f,,,,,,,,,,,,,,,,,,,,
faith hill,2001,w,f,,,,,,,,,,,,,,,,,,,,
faith hill,2005,w,f,,,,,,,,,,,,,,,,,,,,
faith no more,1990,,,,,,,,,,,,,,,,,,,,,,
falco,1986,,,,,,,,,,,,,,,,,,,,,,
fall out boy,2005,w,m,,,,,,,,,,,,,,,,,,,,
fall out boy,2006,w,m,,,,,,,,,,,,,,,,,,,,
fall out boy,2006,w,m,,,,,,,,,,,,,,,,,,,,
fall out boy,2007,w,m,,,,,,,,,,,,,,,,,,,,
fall out boy,2007,w,m,,,,,,,,,,,,,,,,,,,,
fall out boy,2013,w,m,,,,,,,,,,,,,,,,,,,,
fall out boy,2015,w,m,,,,,,,,,,,,,,,,,,,,
fall out boy,2015,w,m,,,,,,,,,,,,,,,,,,,,
fancy,1974,,,,,,,,,,,,,,,,,,,,,,
fantasia,2005,nw,f,,,,,,,,,,,,,,,,,,,,
far east movement featuring ryan tedder,2011,nw,m,,,,,,,,,,,,,,,,,,,,
far east movement featuring the cataracs and dev,2010,nw,m,,,,,,,,,,,,,,,,,,,,
far east movement featuring the cataracs and dev,2011,nw,m,,,,,,,,,,,,,,,,,,,,
fastball,1999,,,,,,,,,,,,,,,,,,,,,,
fat joe featuring ashanti,2002,w,m,,,,,,,,,,,,,,,,,,,,
fat joe featuring lil wayne,2007,nw,m,,,,,,,,,,,,,,,,,,,,
fat joe featuring nelly,2005,w,m,,,,,,,,,,,,,,,,,,,,
fat joe featuring r kelly,2002,w,m,,,,,,,,,,,,,,,,,,,,
Fela Kuti,0,nw,m,,,,,,,,,,,,,,,,,,,,
fergie,2006,nw,f,,,,,,,,,,,,,,,,,,,,
fergie,2007,nw,f,,,,,,,,,,,,,,,,,,,,
fergie,2008,nw,f,,,,,,,,,,,,,,,,,,,,
fergie,2008,nw,f,,,,,,,,,,,,,,,,,,,,
fergie featuring ludacris,2007,nw,f,,,,,,,,,,,,,,,,,,,,
fergie featuring william,2007,nw,f,,,,,,,,,,,,,,,,,,,,
fetty wap,2015,nw,m,,,,,,,,,,,,,,,,,,,,
fetty wap featuring monty,2015,nw,m,,,,,,,,,,,,,,,,,,,,
fetty wap featuring remy boyz,2015,nw,m,,,,,,,,,,,,,,,,,,,,
field mob,2003,nw,m,,,,,,,,,,,,,,,,,,,,
field mob featuring ciara,2006,nw,m,,,,,,,,,,,,,,,,,,,,
fifth harmony featuring kid ink,2015,,f,,,,,,,,,,,,,,,,,,,,
filter,2000,w,m,,,,,,,,,,,,,,,,,,,,
fine young cannibals,1989,,,,,,,,,,,,,,,,,,,,,,
fine young cannibals,1989,,,,,,,,,,,,,,,,,,,,,,
finger eleven,2004,w,m,,,,,,,,,,,,,,,,,,,,
finger eleven,2007,w,m,,,,,,,,,,,,,,,,,,,,
finger eleven,2008,w,m,,,,,,,,,,,,,,,,,,,,
firefall,1979,,,,,,,,,,,,,,,,,,,,,,
firehouse,1991,,,,,,,,,,,,,,,,,,,,,,
firehouse,1992,,,,,,,,,,,,,,,,,,,,,,
firehouse,1995,,,,,,,,,,,,,,,,,,,,,,
five,1998,,,,,,,,,,,,,,,,,,,,,,
five americans,1967,,,,,,,,,,,,,,,,,,,,,,
five for fighting,2002,w,m,,,,,,,,,,,,,,,,,,,,
five for fighting,2004,w,m,,,,,,,,,,,,,,,,,,,,
five man electrical band,1971,,,,,,,,,,,,,,,,,,,,,,
five stairsteps,1970,,,,,,,,,,,,,,,,,,,,,,
fleetwood mac,1976,,,,,,,,,,,,,,,,,,,,,,
fleetwood mac,1976,,,,,,,,,,,,,,,,,,,,,,
fleetwood mac,1977,,,,,,,,,,,,,,,,,,,,,,
fleetwood mac,1977,,,,,,,,,,,,,,,,,,,,,,
fleetwood mac,1977,,,,,,,,,,,,,,,,,,,,,,
fleetwood mac,1980,,,,,,,,,,,,,,,,,,,,,,
fleetwood mac,1980,,,,,,,,,,,,,,,,,,,,,,
fleetwood mac,1982,,,,,,,,,,,,,,,,,,,,,,
fleetwood mac,1987,,,,,,,,,,,,,,,,,,,,,,
fleetwood mac,1987,,,,,,,,,,,,,,,,,,,,,,
flo rida,2009,nw,m,,,,,,,,,,,,,,,,,,,,
flo rida,2012,nw,m,,,,,,,,,,,,,,,,,,,,
flo rida,2012,nw,m,,,,,,,,,,,,,,,,,,,,
flo rida,2013,nw,m,,,,,,,,,,,,,,,,,,,,
flo rida featuring david guetta,2010,,m,,,,,,,,,,,,,,,,,,,,
flo rida featuring sage the gemini and lookas,2015,nw,m,,,,,,,,,,,,,,,,,,,,
flo rida featuring sia,2012,nw,m,,,,,,,,,,,,,,,,,,,,
flo rida featuring tpain,2008,nw,m,,,,,,,,,,,,,,,,,,,,
flo rida featuring william,2008,nw,m,,,,,,,,,,,,,,,,,,,,
flo rida featuring wynter gordon,2009,nw,f,,,,,,,,,,,,,,,,,,,,
floetry,2003,nw,f,,,,,,,,,,,,,,,,,,,,
florida georgia line,2013,w,,,,,,,,,,,,,,,,,,,,,
florida georgia line,2014,w,m,,,,,,,,,,,,,,,,,,,,
florida georgia line featuring luke bryan,2014,w,,,,,,,,,,,,,,,,,,,,,
florida georgia line featuring nelly,2013,w,,,,,,,,,,,,,,,,,,,,,
focus,1973,,,,,,,,,,,,,,,,,,,,,,
foghat,1976,,,,,,,,,,,,,,,,,,,,,,
foo fighters,2005,w,m,,,,,,,,,,,,,,,,,,,,
